id,conversation_id,text
6179,1991542892381585592,"Met w American Speech & Language Association issues: Medicare Audiology Access Improvements, telehealth & IDEA funding I am proud 2b cosponsor on Medicare Audiology Access Improvements https://t.co/iX5MHwRjrU"
6180,1997014590098731306,Patients w cystic fibrosis Crohn’s disease or other inherited disorders can get very sick w/o specialized foods or even die I introduced bipart bill w Sen Wicker 2 ensure govt insurance plans provide coverage 4 this doctor prescribed nutrition that patients need 2 survive
6181,1999197712579788959,2day I voted 2 lower health care costs & give $$ directly 2 families to control their own health insurance NOT give taxpayer funded COVID bonuses 2 insurance companies
6182,1999866749760757820,Im committed 2 finding solutions 2 bring down health care costs 4 American families not extending govt handouts 2 insurance companies Good place 2 start includes PBM reform 2 lower Rx prices + competition/expand HSA & assoc health plan options + price transparency
6183,2001008187668095363,Held tele-town hall w 35 MercyOne ldrs from across IA Discussed Telehealth 340B program Medicare & Medicaid funding PBM reform Rural health care Workforce etc
6184,1900268694158102574,"This week, during the @HouseVetAffairs Health Subcommittee hearing, I advocated for more accessible telehealth care for our veterans. I also discussed with our witnesses the new, promising TBI and PTSD medical treatments for veterans. https://t.co/09t5sEwS2g"
6185,1907187399836180716,"A big thank you to the CNMI veterans who joined me for lunch a few weeks ago to share their experiences and discuss the ongoing challenges in accessing healthcare and benefits in the Commonwealth. Your time, honesty, and insight are invaluable as we continue the fight in Congress to ensure you receive the care and support you’ve earned. 

We talked about the vacancy at the CNMI VA Office, issues with the BeneTravel program, and the burden of traveling to Guam for basic services like physical therapy. Veterans also raised concerns about registration barriers, data accuracy, and how we can get accurate data on our veteran population. 

I’m committed to continuing our collaboration—supporting veteran registration drives, sharing updates on Guam CBOC outreach to the CNMI, and working on policy and legislative solutions that lead to real, lasting improvements in the services you receive. Thank you for your service—and for helping guide this work."
6186,1910798824496377980,"This week, the Subcommittee on Economic Opportunity convened to vote on legislation that will directly impact our veterans. If signed into law, these bills will increase  accessibility to mental healthcare, educational and vocational counseling, and more. One example is H.R. 1793, or the Veterans Readiness and Employment Transparency Act of 2025. I’m a proud cosponsor and fully support its mission to reduce wait times for disabled veterans seeking career assistance, establish a dedicated hotline for VR&E, and require regional offices to post information about transitional programs. 

When veterans transition from the military to the civilian world, resources must be readily available to ensure they have everything they need to succeed academically and professionally. Our veterans serve us, and I will always vote in favor of safeguarding their future."
6187,1923416864643862745,"When I speak to veterans back home, they share with me the immense challenges they face when trying to access medical care. Far too often, they are forced to travel thousands of miles for basic care while the federal government fails to provide sufficient support.

This week, I introduced the TRAVEL Act, which aims to change that.

Once passed, the TRAVEL Act will empower the Secretary of Veterans Affairs to appoint traveling physicians to aid underserved communities like the Marianas and improve healthcare access for our veterans.

Thank you to @HouseVetAffairs Chair @RepBost for supporting this bill and @RepMoylan and @RepAmata for cosponsoring. This is the first step in a long journey to get our heroes the care they so rightfully deserve.

To learn more about the TRAVEL Act, read my press release here: https://t.co/IPqwmY12ws"
6188,1928073851763888534,"A few weeks ago, I met with @NatResources Chair @RepWesterman to provide an update on the CNMI’s economic health. As Chair, he has overall jurisdiction over Insular Affairs, which works directly with communities like ours. Thank you, Chairman Westerman. https://t.co/PPh81tgMf2"
6189,1970639027482317291,"Thank you to the Nutrition Assistance Program for the tour and insightful discussions on the challenges and opportunities within your services.

Your team’s dedication to supporting the well-being of families across the CNMI is truly commendable. I look forward to continuing our collaboration to strengthen food security and community health."
6190,1983315075021844724,"Let’s Talk About It.
NAP Update

We understand the community’s concerns and want to assure everyone that we are actively working with our federal and local partners to address current challenges within the Nutrition Assistance Program. Our goal is to ensure that families continue receiving the support they need."
6191,1985841637571117156,"Let’s Talk About It.
NAP Update Pt. 2

We hear the concerns of our community and want to reassure everyone that we’re working hand in hand with our federal and local partners to overcome the challenges within the Nutrition Assistance Program. Our commitment is to make sure families continue to get the support they need."
6192,2003596002897674412,"Healthcare access matters. 

I introduced H.R. 6690 to bring fair Medicaid funding to the CNMI and ensure our families and elders get the care they deserve. 

This bill would raise Medicaid support to over $90 million. https://t.co/juy07reUlq"
6193,1973825899096387788,"The government is shut down AND health care premiums are about to skyrocket—all thanks to Donald Trump. 

This isn't what he promised, and it's not what the American people deserve. We won’t back down. https://t.co/F0vtyAjSDu"
6194,1974296068881105213,"Donald Trump doesn’t do things by the book. Or the Constitution. Or the law. He wants to raise health care premiums, give tax breaks to billionaires, and gut our federal workforce.

But unlike Republicans, Democrats are here and fighting back. https://t.co/2hpzcRWxQk"
6195,1976286875502707153,"Donald Trump promised to lower costs. But instead, health care premiums are about to skyrocket and—in some cases—double.

Stop giving tax breaks to billionaires and save the Affordable Care Act. https://t.co/TCH2FqdQQf"
6196,1976741434427691403,"The doors to the House Chamber were locked this week. Why? Because Republicans decided not to show up.

Health care premiums are about to SKYROCKET, if Congress doesn't act. Speaker Johnson needs to call the House back into session, so we can save the Affordable Care Act. https://t.co/S5MEIOobku"
6197,1983608604436656585,"Health care open enrollment starts soon, but Congressional Republicans STILL want to raise your insurance premiums.

@HouseDemocrats stand firmly in our belief that health care should be affordable for all. Keep costs low, and open the government. https://t.co/4ebZVrGp1G"
6198,1986560089616945352,"If your health care premiums skyrocket, remember that Trump and House Republicans are choosing to give tax breaks to billionaires instead of keeping costs low.

The American people deserve better. https://t.co/0AoS7tF50p"
6199,1987691714656755913,"This is not a deal, it’s a surrender to Trump. Senate Democrats should reject this plan that does nothing to prevent healthcare premiums from skyrocketing for millions of Americans. I’ll be a HELL NO in the House."
6200,1989120580667555975,"Republicans are going to allow health care premiums to skyrocket, but @RepMcGarvey and I aren’t backing down. We’re fighting to keep costs low for working people across this country.

EVERY American deserves health care that is affordable. https://t.co/6x4xfi0SDE"
6201,1999198229372489749,"The threat to affordable health care is real. Families are staring down massive hikes in premiums if ACA tax credits disappear.

Republicans have offered no viable alternative, and we're running out of time. We need a deal NOW to protect the health and stability of millions."
6202,1883587064580690207,"Team Mills, alongside local organizations and nonprofit organizations, attended the ribbon-cutting for the new Orlando Health Lake Mary community hospital. This new facility will improve healthcare services available to the community in Florida’s 7th Congressional District. https://t.co/zPB62nwTLS"
6203,1930421754649858465,"Tonight I voted YES on H.R. 2483, the SUPPORT for Patients and Communities Reauthorization Act. This crucial bill will reauthorize and revise HHS programs addressing substance use disorders, overdoses, and mental health. I am glad to announce that this bill passed the House. Big thank you to my friend, @RepGuthrie for his leadership on this. 

This legislation will be a lifeline for our communities, extending much needed support for vital programs that provide for some of our most at risk populations with prevention, recovery, and resource access. 

The bill also expands resources for first responders, supports employment and transportation services for those in recovery, and establishes new HHS requirements to combat cybersecurity threats, tackle fentanyl contamination, and review critical drug scheduling.

This is a win for America."
6204,1973133447792304575,"Every day Hakeem Jeffries & Chuck Schumer refuse to pass the House’s clean funding bill, vital services for veterans & their families are at risk.

17,800 VA workers face furloughs
Suicide prevention & mental health programs rely on this funding.

Homelessness & nursing home care could be disrupted.

Senate Dems must stop playing politics & pass the bill NOW. Our vets deserve better."
6205,1978878277339988442,"I’m deeply saddened to learn that three young lives were lost to suicide this week in Seminole County. My heart goes out to their families, friends, and the students and staff across SCPS who are grieving this unimaginable loss.

Mental health is not a political issue, it’s personal. As your representative, I remain committed to supporting local schools, families, and organizations working to reach our kids before tragedy strikes.

If you or someone you know is struggling, please reach out for help:
- 988 Suicide & Crisis Lifeline – call or text 24/7
- Youth Outlook Clinic (MHA Central FL) – peer-led support for ages 6–17
-  NAMI Central Florida – resources for families and loved ones

You are not alone. Together, we can bring hope and healing to the young people of Seminole County."
6206,1990542073288868299,"America’s warfighters deserve the best.

I support the FY26 NDAA commitment to deliver major investments to strengthen readiness and keep our servicemembers safe:

🇺🇸 $10M for Next-Gen Body Armor
🇺🇸 $9.5M for Secure Communications
🇺🇸 $2.5M for Tactical Medicine Simulation for Training
🇺🇸 Improved sports nutrition, base welfare, and post-military job certifications

I support legislation that ensures our troops have the tools, training, and technology needed to defend our country."
6207,1995951177704632400,"Don’t forget! Medicare Open Enrollment closes December 7.

If you haven’t checked your coverage yet, make sure you review your options before the deadline. Your health plan for next year depends on it! https://t.co/Tpgk76TByP"
6208,2001420810448404820,"Today, I voted YES on H.R. 6703, the Lower Health Care Premiums for All Americans Act, because Florida families deserve affordable, accessible health insurance without Washington driving up costs.

This commonsense legislation takes real steps to lower premiums, expand access to quality coverage, and put patients, not bureaucrats, in charge of their health care decisions.

Delivering relief, expanding choice, and putting Florida families first."
6209,2003540963990310928,"My prayers are with Senator Ben Sasse, his wife Melissa, and their children as their family faces a devastating medical reality. He is meeting it with courage, faith, and grace.

In his recent statement, Senator Sasse acknowledged the gravity of his diagnosis while pointing us to the deeper hope of Advent, not 
assurance of Christ as our Deliverer. 

As Paul says in Romans 8, “For I am sure that neither death nor life, nor angels nor rulers, nor things present nor things to come, nor powers, nor height nor depth, nor anything else in all creation, will be able to separate us from the love of God in Christ Jesus our Lord.”

In times of adversity, my hope is that we can take challenges head on with the same strength as Senator Ben Sasse."
6210,1575192727066910721,"I have legislation to improve research into Long Covid which I introduced with @RepJackBergman, who cosigned this letter with me. https://t.co/rZz4uJfdII

I also am pushing legislation with @RepPressley, @timkaine, and others to expand access to treatment: https://t.co/7iqSuhKcNt"
6211,1582017903129305089,"I have long been critical of Saudi Arabia's abysmal record on human rights, which includes the torture and murder of regime critics and horrific treatment of advocates for women's rights. A change in our relationship with this repressive regime is long overdue."
6212,1657427735353122816,Millions of Americans suffer from Long Covid. Our bill would provide crucial funding to support the creation and expansion of multidisciplinary Long Covid clinics to provide affected Americans with treatment for the physical and mental toll of the disease.
6213,1658139795997044737,"I took part in a very productive drug and safety summit today with treatment and recovery professionals, nonprofit leaders, and public safety officers, where we discussed federal actions to address the overdose crisis in our community. https://t.co/cz7j7AV2U0"
6214,1725556532689985601,"There is still widespread need across the country for support for Americans suffering from the symptoms of Long Covid, glad to see this initiative at @HHSGov to help them!"
6215,1763324164931522750,"A reminder, amid discussions about our southern border, that the response proposed by the former president would see wildly inhumane treatment of migrants in ways that are reminiscent of some of the worst events in recent human history."
6216,1788992966322696372,"Tens of millions of Americans report symptoms of anxiety or depression, and suicide is one of the top causes of death in the US. Mental Health Awareness Month puts a spotlight on this issue, so people know they are not alone, and brings together those of us who seek solutions."
6217,1839706349766103153,"I also had the honor of awarding the Clara Mortenson Beyer Women and Children First Award to my dear colleague and friend @RepWexton. Her PSP diagnosis has affected her mobility, hearing, and ability to speak – but not her strength, compassion and impact as a leader. https://t.co/q8pKqtgKhh"
6218,1854544439047344416,"Thinking of my dear friend and colleague. His kindness, humor, and unwavering dedication to his district inspire us all, and I know he will tackle this diagnosis with incredible strength. Sending all my support to Gerry and his family as he continues to serve his district."
6219,1894929298571628895,"Elon Musk and Donald Trump are halting contracts at the VA which include veterans’ cancer treatment - chemotherapy, radiation, imaging, and more - as well as care for veterans treated for toxic exposure.

This is monstrous:
https://t.co/Il45ZlCxdG https://t.co/yuCE3D9Cyy"
6220,1922736507502092526,The administration’s treatment of Dr. Badar Khan Suri and the growing list of others like him has been nakedly authoritarian and is a gross betrayal of American values. This persecution of dissent must end. 4/4
6221,1926287595262152757,"Medicaid expansion helped increase access to mental health and substance use disorder treatment.
 
Access to treatment saves lives, taking it away harms them – and that's the truth.
https://t.co/VJCxyKOzhV"
6222,1796556537114280053,"Small businesses are the backbone of our local economies and we need to come together with bipartisan solutions to improve access to workforce housing, reliable internet, legal pathways for people to work, childcare, and access to mental health care and SUD treatment. (2/2) https://t.co/sO8WXg4WkY"
6223,1805983349355282493,It’s no surprise that the Republicans tried to offer an amendment to defund IVF treatment. We know they will not stop at abortion and will continue to strip our freedoms away across the country.
6224,1821256009429458989,"Rosa is a brave Coloradan facing a terminal cancer diagnosis who has always wanted to be a police officer. After her husband Aaron reached out to my team, we put them in touch with @LakewoodPDCO & made her dreams come true. Last week she was sworn in as an honorary officer!"
6225,1831845309112315971,"My mom wouldn’t be alive today without finally getting the treatment she needed, but I know she's one of the lucky ones.

Far too many people are left without care because of the stigma associated with addiction and the lack of funding. (3/4) https://t.co/SCdUGNw9Wo"
6226,1832087825799626843,"When we give people access to the care they need, we give them a chance to live in recovery. My mom is proof of that. The Recovery Act, will expand access to treatment for substance use disorders, & help people who are often left behind enter into recovery.https://t.co/9QMZpRO9yv"
6227,1832183345096356191,"In my fight to save my mom’s life from an opioid addiction, I saw firsthand how broken our system was & the lack of access to care. 

The Recovery Act will expand coverage, remove treatment limitations, & ensure evidence based care to save lives & address the opioid epidemic. https://t.co/Mppk6fdMAE"
6228,1840874786307641385,"The biggest barrier to treatment is the stigma surrounding addiction. 

We must share the stories of our loved ones to show what’s possible when people get the help they need. For me, that person is my mom."
6229,1900282647990948195,"A 10 year old who was on her way to the doctor for brain cancer treatment was detained in Houston, alongside her 4 siblings, who are also US citizens, and her parents who are undocumented and have no criminal history. 

The entire family was deported to Mexico. This family’s story is heartbreaking and an example of what’s happening across the country with Trump’s atrocious immigration policies."
6230,1909719922856391014,"The GOP plan to slash Medicaid won’t just cost lives — it will also cut thousands of jobs in CO.

Hospitals will be strained. Pregnant women, Kids, & seniors will go without the treatment they need to survive.

All to give more tax breaks to billionaires.
https://t.co/qVbEGXuOxc"
6231,1917231363297804799,"Members of the LGBTQ community aren't asking for special treatment – they're asking for the basic human right to live with dignity, safety, and equality.

While Trump and the GOP work to roll back LGBTQ+ rights and target our transgender youth, I’m proud to join my colleagues in introducing the Equality Act, which will protect LGBTQ+ individuals from discrimination in employment, housing, and all areas of public life.

Every person should be treated with the respect they deserve, regardless of who they are or who they love."
6232,1922774910050709951,"This is Athena. She struggled with her mental health and couldn’t afford the care she needed. Medicaid helped her get treatment so she could return to work. Now she helps others do the same.

Athena’s story reminds us all what’s at stake with the Republican budget cuts that will rip health care away from people like Athena."
6233,1923394106706858473,"This is Sunny from Wheat Ridge. After losing everything in a house fire, she relied on Medicaid and SNAP to support her family. Medicaid made sure her husband got epilepsy treatment and her son received care through Colorado’s autism waiver.

Republicans are pushing legislation that would rip that support away from moms and families like Sunny’s. I’m fighting to protect Medicaid—because no family should be left behind when they need help the most."
6234,1940158429168853142,"One of the most important parts of my job is hearing from everyone across my district.

It was so great to be in Fremont County recently to share more about my work in Congress to protect access to Medicaid, defend our public lands, and support the issues that matter most to Southern Colorado.

I’m thankful for the chance to hear directly from you and bring your voices with me to Washington."
6235,1943038740781207840,"🚨 Planned Parenthood just announced that they can no longer serve patients in Colorado who are covered by Medicaid because of the Republican’s disastrous budget bill that was just signed into law. 

These restrictions are horrific and cruel for the people who rely on public-funded support and need help the most. 

Like thousands of other women, I have also relied on Planned Parenthood for basic care when I couldn’t afford health insurance, and I’m devastated thinking about the women who will be left with nowhere else to go. 
https://t.co/UeDlC3s22M"
6236,1944108540068520296,"Thank you to everyone who joined our town halls in Cañon City and Woodland Park - it means so much to hear directly from you. I know many Coloradans are scared — about losing access to care and about what comes next. 

One woman shared how Medicaid keeps her husband alive. Farmers told us how critical the program is to them. These stories stay with me. 

I want you to know: I will always show up for you."
6237,1944889324186579344,"Trump's Big Bad Bill is a catastrophe for our families

Hospitals and nursing homes will shutter. Kids will go hungry. ERs will be completely overrun. And our healthcare costs will skyrocket.

Trump said he was going to lower costs on day one. Instead he's wreaking havoc -- raising costs and pulling the rug out from families, kids, seniors and the disabled while dismantling the systems we all rely on."
6238,1950681597729984592,"60 years ago, America made a promise: we will not leave our seniors, people with disabilities and those living in poverty without the essential healthcare they need. Medicare and Medicaid have saved countless lives and lifted millions from poverty. Unfortunately today, that promise is under threat. 

We aren’t going to sit back while Republicans mislead the public about the bill they just passed and the detrimental impact to all of us, especially our seniors who are on a fixed income."
6239,1952777739158565372,"No more secrets. No more special treatment. No more waiting. No more.

The American people deserve the truth about every single person who participated in Epstein’s abuse @MeidasTouch 
https://t.co/n51eryeavL"
6240,1954976458893386048,"I'm joining my CO Democratic colleagues in calling on @CMSGov to renew Colorado’s Medicaid waiver program to ensure our youngest kids will have continuous medical care and won’t be thrown into a system that is designed to kick them and their family members off.

This continuity of care prevents our kids from slipping through the cracks and is an essential investment in the lives of those who need our support the most."
6241,1884743485946765683,They distribute $30 million worth of food every year and provide essential nutrition education to those in need. They do so much for our community and I was grateful to see their hard work in action.
6242,1645448081956020228,I am heartbroken to learn of the tragedy in Louisville this morning. Please join me in praying for the families of the victims and those currently receiving medical treatment. I am thankful for our brave law enforcement and first responders who responded quickly to the scene.
6243,1831094924080521349,"Today, I had the opportunity to visit Sterling Health Solutions with the Kentucky Primary Care Association, State Rep. David Hale, and State Senator Greg Elkins. Sterling Health is doing tremendous work ensuring that our communities have access to the quality care they deserve. It's efforts like these that make a real difference in the lives of Kentuckians, and I’m proud to support their mission."
6244,1836821343003673011,"In honor of National Stillbirth Prevention Day today, I am co-sponsoring the SHINE for Autumn Act. Stillbirths remain one of least understood and most underfunded public health issues that our nation’s mothers face. This legislation will enhance research, education, and awareness for stillbirths and turn the tide on these unforgotten tragedies."
6245,1841201155814326467,"I continue to hear concerns from Veterans in my district regarding the disastrous complications they're having with Compensation and Pension exams. These exams are critical in providing medical evidence for veteran's benefits claims and they must be conducted properly. 

Today I spoke with leadership at both the Veterans Benefits Administration Louisville Regional office as well as the VA Central office to address these concerns. 

I will always advocate for the veterans in my district and honor their important service to our nation."
6246,1846923550554239403,"Grateful for the opportunity to attend the Kentucky Hospital Association’s 2024 Health Policy Conference this morning. Healthcare providers play an essential role in ensuring access to high-quality, affordable care across our communities. I appreciated the opportunity to update KHA on my efforts in Washington, and I remain committed to supporting their policy goals to strengthen medical resources for the Commonwealth."
6247,1849913249866600625,"Grateful for the opportunity to join Isaiah House Community Health Center for the grand-opening of its new facility which will provide vital, wrap-around services to meet people where they are and offer them a pathway to healing and hope. The Isaiah House, Lexington Rescue Mission, and Jubilee Jobs are offering a lifeline to so many across Kentucky who have been devastated by addiction, homelessness, and the challenges of accessing care. By restoring lives, reuniting families, and equipping individuals to re-enter the workforce, this center will have a lasting impact, not only on the people it serves but on the entire Commonwealth for years to come."
6248,1892305685448446179,"Today, I attended Matthew Grimshaw’s investiture as Market President of CHI Saint Joseph Health. Matthew’s leadership will be key to advancing quality, patient-centered care here in the Commonwealth. I look forward to working together to ensure Kentuckians have continued access to top-tier healthcare."
6249,1902503343735411046,"Visited the Hope Center in Lexington today to see firsthand the incredible work they’re doing to help those struggling with addiction, homelessness, and mental health challenges. I also toured the new Quantrell-Jones Building, which will focus on serving veterans. I’m grateful for their commitment to changing lives and strengthening our community."
6250,1972709150166565031,"Democrats would rather reverse Republican efforts to get rid of waste fraud abuse in Medicaid, and reverse Republican tax cuts on tips, overtime, families and small businesses than keep the government open and pay our troops."
6251,2001444720350834824,"Democrats lied. They said Obamacare would cut premiums by $2,500 per family—premiums skyrocketed by 75% in 10 years.

Democrats said you could keep your doctor and healthcare plan if you wanted—thousands of Americans lost both. 

Tonight, @HouseGOP passed the Lower Health Care Premiums for All Americans Act to cut premiums by 11% overall—and by 20% for farmers and small businesses. We will Make America Affordable Again!"
6252,1772715390759563565,"We are encouraging farmers to follow biosecurity practices and to report symptoms to their state veterinarians. Milk from affected cows has been diverted from the market, and pasteurization also kills viruses in milk."
6253,1783183193689977130,"To further protect the U.S. livestock industry from the threat posed by highly pathogenic H5N1 avian influenza, @USDA is sharing a number of actions that we are taking with our federal partners to help us get ahead of this disease and limit its spread. https://t.co/c1t2TdfTyE"
6254,1796341844688937328,Today @USDA announced additional steps we are taking to ensure the health of the nation’s livestock. We are investing an additional $824 million in our response efforts and standing up a pilot program to reduce the risk of H5N1 in dairy herds. https://t.co/SHRm7Wjkd6
6255,1806395664609276263,"@USDA remains committed to working with producers, state veterinarians, animal health professionals, and our federal partners as we continue to detect the presence of H5N1 in dairy herds and take additional measures to contain the spread of the disease."
6256,1821252317271798050,"It’s National Farmers Market Week and @USDA is recognizing the crucial role farmers markets play in our food system. Farmers markets connect producers and consumers through fresh, locally grown produce and support the health and well-being of our communities. https://t.co/hy1pWkrhk9"
6257,1839048447787470896,"Under the leadership of the Biden-Harris Administration, @USDA is proud to partner with these organizations to create a more affordable and sustainable future benefiting rural families, businesses, and the health of our planet for generations to come."
6258,1868727127039987957,"Made possible by the leadership of @POTUS, the historic Powering Affordable Clean Energy (PACE) program creates a more affordable and sustainable future for rural communities, benefits rural families, businesses & the health of our planet for generations to come."
6259,1877822581778063846,"I’m deeply honored to receive the Excellence in Public Service Award from @ameracadpeds. This award is a testament to the incredible work of the @USDA team, dedicated to improving the health of children through programs like SNAP, WIC, school meals, and summer feeding programs. https://t.co/KWPv3YPe95"
6260,1923430663262204183,"Republicans just blocked their own ""big, beautiful bill"" that would kick millions of Americans off their health care...because it doesn't cut Medicaid enough."
6261,1938246663048433987,"In addition to kicking millions of Americans off their health insurance, cutting taxes for the wealthy, and adding trillions to the deficit, other parts of Trump’s Budget are also harmful and unpopular. 

We need to make sure more people learn about them.

Read more here: https://t.co/0hZzARbwes"
6262,1939702205763776694,"If there was ever a time to call your Senator, this is it. 

Voting has begun on the GOP plan to cut off health care for working-class Americans and slash taxes for the wealthiest. This bill would kick millions off their health insurance, and thousands will even lose their lives - unless we stop it in its tracks. 

Some Republicans are breaking ranks, showing it's not too late. Time to speak up!"
6263,1946628921375498651,Another thing Trump is actively making more expensive: our health insurance premiums.
6264,1950641348589093355,"Sixty years ago today, Medicare and Medicaid were signed into law - securing health care for millions and saving countless lives. As GOP politicians try to tear them down, it's up to us to protect and expand these programs for Americans who rely on them today and for future generations."
6265,1973809344094613967,"The Republicans' bottom line boils down to this: 

They'll keep the federal government closed unless Democrats help Trump increase your health care premiums and kick millions off Medicaid.

It doesn't have to be like this, and it shouldn't."
6266,1975987886374719746,"In a few days, you may be notified that your health insurance premiums will double, because of Republican cuts to health care. Democrats are fighting to change that before it's too late. 

So far, Republicans would rather shut down the government. So Americans face flight delays, reduced services, and mounting economic damage. 

It's time for Trump and Republicans to change course on health care and reopen the government."
6267,1981727340683010381,"In the coming days, millions of Americans will be notified that their health insurance will cost thousands of dollars more next year.

Meanwhile, President Trump is busy tearing down the East Wing of the White House to build a gilded ballroom for exclusive dinner parties.

It doesn't have to be like this."
6268,1986865890588303680,"After voting to give billionaires tax breaks and making health care more expensive, Derrick Van Orden has refused to hold a town hall to talk to the voters he works for in a face-to-face conversation. So, I'm heading to Wisconsin to help give the people he's supposed to represent a voice. https://t.co/VcD3OoXZfm"
6269,1987937084988960955,"It's a bad deal.

Everyday life - making it better and more affordable - must always be our bottom line. 

For months, I’ve been hearing from people bracing for their health insurance bills to skyrocket - so much that some will lose coverage altogether. Some say they simply haven't even opened their letter yet, dreading the bad news.

Any deal that fails to address this directly is a bad deal."
6270,1988091245240123814,"Why is Trump going after America's air traffic controllers, today of all days? 

It's one more way to distract from his decision to increase your health insurance premiums. https://t.co/zXq6d9j7mW"
6271,1988724076526072082,"Your health insurance premium just shot up. 
Your groceries cost more than ever. 
Your electric bill too.

And what is your President's focus today? Lobbying Congress... to keep suppressing the Epstein files."
6272,1989031896320192928,"I’d be honored for you to join - especially since it would be your first time actually facing your constituents in a town hall.

Look forward to hearing you explain your votes to kick Wisconsinites off health care, raise premiums, increase electric bills, and add to the deficit."
6273,1990934448339087825,"Deeply grateful to all who have sent well wishes and prayers since hearing about Mom’s hospitalization—and to all of the medical professionals taking good care of her. She is out of surgery, which went well, and while recovery may be a long road, we are hopeful for a good outcome and buoyed by the love and encouragement of family and friends."
6274,1896937708918018414,"March is #NationalKidneyMonth! Kidney disease is often called a ""silent disease"" because there are few symptoms in early stages, making testing essential for early diagnosis. In Congress, I’m working to break down barriers to medical care for kidney patients and focus on disease prevention and early detection."
6275,1924230021352190103,"We all know someone who has battled cancer or family and friends who have had to cope with it. My wife, Vivian, and I are praying for President Biden, his wife, and his family in the wake of his prostate cancer diagnosis."
6276,1943734073874128987,"When natural disaster strikes, there are many challenges people face – including access to medical care/treatment. Planning ahead can help. Here are some resources provided by Medicare.

https://t.co/rxqgPQdYoX https://t.co/Zb20vyYIN7"
6277,1488541829666643968,"This year's Black History Month theme is Black Health and Wellness, which aims to explore the legacy of Black scholars and medical practitioners in Western medicine. It considers activities, rituals, and initiatives accomplished by Black communities to foster health and wellness. https://t.co/q9XSKosexb"
6278,1513648697506254853,"📅 Mark your calendars for April 23!

I’m hosting a Seniors Spring Fling in Braddock. 🌱My team and I are looking forward to an afternoon full of fun – enjoy some music, a light workout, and get help with state services! Please wear a mask. Call 412-273-3400 by April 20 to RSVP. https://t.co/01yTmB3Tgt"
6279,1526532986736451585,"It’s #ElectionDay – I encourage everyone to exercise their right to vote today.

🗳️ Polls are open from 7 am – 8 pm. Find your polling place and more information on voting in Allegheny County here: https://t.co/sN9UnosP31 https://t.co/FDEgNCKSWB"
6280,1539973852217761792,"Today is voucher distribution day for the Senior Farmers’ Market Nutrition Program 🥕 🍅 🥬
This program helps eligible seniors receive Pennsylvania grown produce at no cost!
Find more information and a voucher distribution location near you at https://t.co/bcRLtAEFAh
@ACDHS https://t.co/oVuqV9R5kx"
6281,1560974933202714628,"Nobody should go hungry in our community – especially children! Rainbow Kitchen Community Services is leading the fight to end food insecurity in our area.

Learn how to access nutrition resources and support their mission on their website ⬇️
https://t.co/USdKcKmToq"
6282,1565409723976933377,"Get the second chance that you deserve.
 
Thousands of Pennsylvanians are now eligible for an accelerated pardon review of certain marijuana convictions. 
 
Don’t sleep on this — learn more here 🔗⬇️ 
https://t.co/qm1GoF0lym https://t.co/q8c3zAkJW1"
6283,1589256289367924736,Daylight Saving Time ended this morning at 2 a.m. This is a reminder to set your clocks back one hour. Enjoy the extra hour of sleep! https://t.co/pPyTnax6pe
6284,1679195821336567808,Read more here: https://t.co/PpLX4QJve0
6285,1678829603496816664,Read more here: https://t.co/PpLX4QJve0
6286,1684956515453546497,"There are an estimated 230,000 homes in my district that risk of sinking into the ground from mine subsidence.

Powering our homes & industries should not & must not mean that parents go to sleep worrying that their home may literally be swallowed by the ground. https://t.co/xp7qYE0vnX"
6287,1709577825085211131,"From UPMC to Kaiser, health care workers in PA & across the country have showed up no matter how packed + understaffed our hospitals were. 

Solidarity to the Kaiser workers striking for safe staffing + wages they need to care for their patients & keep our loved ones healthy. ✊🏾"
6288,1779565349542756409,"Let's spotlight the ongoing battle against cancer during National Cancer Control Month.

This month encourages us to focus on prevention, research, & treatment efforts that save lives.

Let's continue to work together toward a future where cancer isn't a threat to our well-being. https://t.co/Qcu25FsUxR"
6289,1842958385626448273,"During Mental Illness Awareness Week, let's raise awareness about the importance of support and treatment.

Together, we can break the stigma & ensure everyone has access to the care they deserve. https://t.co/xiIZVHdZ6r"
6290,1897082835783315654,"Day 7:

🇨🇴 Trump imposed retaliatory sanctions on Colombia after its president refused to accept deportation flights without guarantees of humane treatment. 

🚔 JD Vance endorsed school immigration raids, hoping for a “chilling effect.”"
6291,1924533870386446817,"My thoughts are w/ President Biden & his family during this very difficult time. Through ~55 yrs of public service, he has shown us what perseverance looks like. If there’s 1 thing we know: Pres. Biden will fight this diagnosis w/ grit & grace."
6292,1958226925887054231,"Great @FOX5Vegas coverage showing why Congressional oversight is so important. Here’s what I learned after inspecting the ICE facility in Pahrump:
Medical treatment can take weeks
No reliable access to immigration attys & resources.
Detainees moved w/o notice in the dead of night."
6293,1974569715583377663,"Hospitals are already feeling the squeeze from Medicaid cuts – with fewer staff, shrinking budgets, and rising patient loads pushing our health care system to its limits. This means longer wait times, fewer treatment options, and care that’s stretched too thin. We can’t let partisan games jeopardize people’s lives – we must protect Medicaid, and the care families depend on. 
https://t.co/SKPX94Q2KL"
